Human_Gene	Uniprot_GO_SUM
TM7SF2	ER
TM7SF3	PM
TM9SF2	endosome
TMA16	Nucleus
TMBIM1	endosome
TMBIM4	Golgi
TMBIM6	ER
TMC6	ER
TMC8	ER
TMCC1	ER
TMCO2	Nucleus
TMED4	ER
TMED6	ER
TMEFF1	PM
TMEM102	PM
TMEM106B	endosome
TMEM106C	ER
TMEM11	Mitochondrion
TMEM110	ER
TMEM114	PM
TMEM115	Golgi
TMEM117	ER
TMEM120A	Nucleus
TMEM120B	Nucleus
TMEM123	PM
TMEM126A	Mitochondrion
TMEM126B	Mitochondrion
TMEM129	ER
TMEM130	Golgi
TMEM135	Peroxisome
TMEM143	Mitochondrion
TMEM147	ER
TMEM14C	Mitochondrion
TMEM160	Mitochondrion
TMEM167A	Golgi
TMEM167B	Golgi
TMEM174	ER
TMEM175	endosome
TMEM176B	Nucleus
TMEM178A	ER
TMEM184A	endosome
TMEM186	Mitochondrion
TMEM189	ER
TMEM190	Nucleus
TMEM192	endosome
TMEM194A	Nucleus
TMEM194B	Nucleus
TMEM201	Nucleus
TMEM203	ER
TMEM208	ER
TMEM214	ER
TMEM219	PM
TMEM229A	Nucleus
TMEM235	ER
TMEM247	ER
TMEM259	ER
TMEM30B	PM
TMEM38B	ER
TMEM5	Golgi
TMEM50A	ER
TMEM53	Nucleus
TMEM55A	endosome
TMEM55B	endosome
TMEM59L	Golgi
TMEM63A	lysosome
TMEM64	ER
TMEM70	Mitochondrion
TMEM88	PM
TMEM89	Nucleus
TMEM8C	PM
TMEM9	endosome
TMEM98	ER
TMEM9B	endosome
TMIGD2	PM
TMLHE	Mitochondrion
TMOD1	CS
TMOD2	CS
TMOD3	CS
TMOD4	CS
TMPRSS11B	PM
TMPRSS2	PM
TMPRSS3	ER
TMPRSS5	PM
TMPRSS7	PM
TMPRSS9	PM
TMSB10	CS
TMSB15A	CS
TMSB15B	CS
TMSB4X	CS
TMSB4Y	CS
TMTC1	Mitochondrion
TMTC2	ER
TMX1	ER
TMX3	ER
TNFAIP8	cytosol
TNFAIP8L1	cytosol
TNFAIP8L2	cytosol
TNFRSF10A	PM
TNFRSF10B	PM
TNFRSF10C	PM
TNFRSF10D	PM
TNFRSF11A	PM
TNFRSF13B	PM
TNFRSF13C	PM
TNFRSF14	PM
TNFRSF17	PM
TNFRSF21	PM
TNFRSF4	PM
TNFSF18	PM
TNNC2	cytosol
TNNI1	cytosol
TNNT1	cytosol
TNNT2	CS
TNNT3	cytosol
TNP1	Nucleus
TNP2	Nucleus
TNRC6A	CS
TNRC6B	CS
TNRC6C	cytosol
TNS3	CS
TNS4	CS
TOB2	cytosol
TOLLIP	cytosol
TOMM20	Mitochondrion
TOMM20L	Mitochondrion
TOMM22	Mitochondrion
TOMM40	Mitochondrion
TOMM40L	Mitochondrion
TOMM5	Mitochondrion
TOMM6	Mitochondrion
TOMM7	Mitochondrion
TOMM70A	Mitochondrion
TOP1MT	Mitochondrion
TOP3B	Nucleus
TOPAZ1	cytosol
TOR1AIP1	Nucleus
TOR3A	ER
TOX	Nucleus
TOX2	Nucleus
TOX3	Nucleus
TOX4	Nucleus
TP53AIP1	Mitochondrion
TP53RK	Nucleus
TP63	Nucleus
TPBG	PM
TPCN1	endosome
TPCN2	lysosome
TPGS1	CS
TPGS2	CS
TPH1	CS
TPH2	CS
TPK1	cytosol
TPM1	CS
TPM2	CS
TPM3	CS
TPM4	CS
TPMT	cytosol
TPPP2	cytosol
TPPP3	CS
TPRG1	cytosol
TPRG1L	CS
TPRN	CS
TPRX1	Nucleus
TPSG1	PM
TPST1	Golgi
TPST2	Golgi
TPT1	cytosol
TRA2A	Nucleus
TRA2B	Nucleus
TRABD2A	PM
TRABD2B	PM
TRAC	PM
TRAF1	cytosol
TRAF2	cytosol
TRAF3IP1	CS
TRAF5	cytosol
TRAM1	ER
TRAM1L1	ER
TRAP1	Mitochondrion
TRAPPC10	Golgi
TRAPPC11	Golgi
TRAPPC8	Golgi
TRAT1	PM
TRBC1	PM
TRBV12-3	PM
TRDC	PM
TRDMT1	Nucleus
TREH	PM
TREML2	PM
TRERF1	Nucleus
TREX2	Nucleus
TRGC2	PM
TRGV3	PM
TRHR	PM
TRIB2	CS
TRIB3	Nucleus
TRIM10	cytosol
TRIM14	cytosol
TRIM16	cytosol
TRIM16L	cytosol
TRIM2	cytosol
TRIM26	cytosol
TRIM28	Nucleus
TRIM29	CS
TRIM34	cytosol
TRIM36	CS
TRIM38	cytosol
TRIM4	cytosol
TRIM50	cytosol
TRIM54	CS
TRIM56	cytosol
TRIM59	ER
TRIM6	cytosol
TRIM62	cytosol
TRIM66	Nucleus
TRIM67	CS
TRIM71	CS
TRIM9	CS
TRIO	cytosol
TRIP12	Nucleus
TRIP13	Nucleus
TRIQK	ER
TRIT1	Mitochondrion
TRMT10A	Nucleus
TRMT2B	Mitochondrion
TRMT44	cytosol
TRMT6	Nucleus
TRMT61A	Nucleus
TRMT61B	Mitochondrion
TRMU	Mitochondrion
TRNP1	Nucleus
TRNT1	Mitochondrion
TROAP	cytosol
TRPA1	PM
TRPC4	PM
TRPC4AP	PM
TRPC5	PM
TRPM1	PM
TRPM3	PM
TRPM5	PM
TRPM6	PM
TRPS1	Nucleus
TRPV3	PM
TRPV5	PM
TRPV6	PM
TRRAP	Nucleus
TRUB2	cytosol
TSACC	cytosol
TSC22D4	Nucleus
TSEN15	Nucleus
TSEN34	Nucleus
TSEN54	Nucleus
TSFM	Mitochondrion
TSHR	PM
TSHZ1	Nucleus
TSHZ2	Nucleus
TSKS	CS
TSPAN1	lysosome
TSPAN10	PM
TSPAN11	PM
TSPAN12	PM
TSPAN13	PM
TSPAN16	PM
TSPAN17	PM
TSPAN18	PM
TSPAN19	PM
TSPAN2	PM
TSPAN3	PM
TSPAN31	PM
TSPAN32	PM
TSPAN5	PM
TSPAN6	PM
TSPAN7	PM
TSPAN8	PM
TSPO	Mitochondrion
TSPO2	ER
TSPY26P	Nucleus
TSPYL1	Nucleus
TSPYL4	Nucleus
TSPYL5	Nucleus
TSPYL6	Nucleus
TSR1	Nucleus
TSR2	Nucleus
TSSK1B	CS
TSSK2	CS
TSSK3	cytosol
TSSK4	cytosol
TST	Mitochondrion
TSTA3	cytosol
TTBK1	cytosol
TTC12	CS
TTC18	CS
TTC21A	CS
TTC21B	CS
TTC25	cytosol
TTC26	CS
TTC3	Nucleus
TTC30A	CS
TTC30B	CS
TTC40	CS
TTC9	ER
TTC9B	ER
TTC9C	ER
TTF1	Nucleus
TTI1	cytosol
TTLL1	CS
TTLL11	CS
TTLL13	CS
TTLL3	CS
TTLL4	CS
TTLL6	CS
TTLL7	CS
TTLL8	CS
TTLL9	CS
TTMP	ER
TTPA	cytosol
TTYH1	PM
TTYH2	PM
TTYH3	PM
TUBA1A	CS
TUBA1B	CS
TUBA1C	CS
TUBA3C	CS
TUBA3E	CS
TUBA4A	CS
TUBA4B	CS
TUBA8	CS
TUBAL3	CS
TUBB	CS
TUBB1	CS
TUBB2A	CS
TUBB2B	CS
TUBB3	CS
TUBB4A	CS
TUBB4B	CS
TUBB6	CS
TUBB8	CS
TUBE1	CS
TUBG1	CS
TUBG2	CS
TUBGCP2	CS
TUBGCP3	CS
TUBGCP4	CS
TUBGCP5	CS
TUBGCP6	CS
TUFM	Mitochondrion
TULP4	cytosol
TUSC2	Mitochondrion
TUSC3	ER
TUT1	Nucleus
TVP23A	Golgi
TVP23C	Golgi
TWIST1	Nucleus
TWISTNB	Nucleus
TXLNB	cytosol
TXN2	Mitochondrion
TXNDC11	ER
TXNDC12	ER
TXNDC16	ER
TXNDC17	cytosol
TXNDC2	CS
TXNDC5	ER
TXNIP	cytosol
TXNL4A	Nucleus
TXNL4B	Nucleus
TXNRD2	Mitochondrion
TYMP	cytosol
TYRO3	PM
TYROBP	PM
TYSND1	Peroxisome
TYW5	cytosol
U2AF1	Nucleus
U2AF2	Nucleus
U2SURP	Nucleus
UAP1	CS
UAP1L1	cytosol
UBA6	cytosol
UBAC1	cytosol
UBAC2	ER
UBE2D1	cytosol
UBE2D3	PM
UBE2E1	Nucleus
UBE2G1	cytosol
UBE2H	cytosol
UBE2J1	ER
UBE2J2	ER
UBE2K	cytosol
UBE2M	cytosol
UBE2Q2	cytosol
UBE2QL1	Nucleus
UBE2R2	cytosol
UBE2S	cytosol
UBE2T	Nucleus
UBE2V1	Nucleus
UBE3C	Nucleus
UBE3D	cytosol
UBE4A	cytosol
UBL3	PM
UBL4A	cytosol
UBL4B	cytosol
UBL5	cytosol
UBLCP1	Nucleus
UBP1	Nucleus
UBR1	cytosol
UBR2	Nucleus
UBR5	Nucleus
UBTD2	cytosol
UBTF	Nucleus
UBTFL6	Nucleus
UBXN1	cytosol
UBXN11	CS
UBXN7	Nucleus
UBXN8	ER
UCHL3	cytosol
UCK1	cytosol
UCK2	cytosol
UCP1	Mitochondrion
UCP2	Mitochondrion
UCP3	Mitochondrion
UGCG	Golgi
UGP2	cytosol
UGT1A1	ER
UGT1A10	ER
UGT1A3	ER
UGT1A4	ER
UGT1A5	ER
UGT1A6	ER
UGT1A7	ER
UGT1A8	ER
UGT1A9	ER
UGT2B10	ER
UGT2B11	ER
UGT2B15	ER
UGT2B17	ER
UGT2B28	ER
UGT2B4	ER
UGT2B7	ER
UHMK1	Nucleus
UHRF2	Nucleus
UIMC1	Nucleus
ULBP3	PM
UNC119B	CS
UNC45B	cytosol
UNC5B	PM
UNC5D	PM
UNC79	PM
UNC80	PM
UNC93A	PM
UNCX	Nucleus
UNK	cytosol
UPB1	cytosol
UPK1B	PM
UPK3B	PM
UPP1	cytosol
UPP2	CS
UQCR10	Mitochondrion
UQCR11	Mitochondrion
UQCRB	Mitochondrion
UQCRC1	Mitochondrion
UQCRC2	Mitochondrion
UQCRFS1	Mitochondrion
UQCRH	Mitochondrion
UQCRQ	Mitochondrion
URAD	Peroxisome
URB1	Nucleus
URB2	Nucleus
URM1	cytosol
UROC1	cytosol
UROD	cytosol
USB1	Nucleus
USE1	ER
USF1	Nucleus
USF2	Nucleus
USH1C	CS
USMG5	Mitochondrion
USP1	Nucleus
USP16	Nucleus
USP19	ER
USP22	Nucleus
USP24	cytosol
USP26	Nucleus
USP28	Nucleus
USP30	Mitochondrion
USP31	Nucleus
USP32	Golgi
USP34	cytosol
USP36	Nucleus
USP37	Nucleus
USP39	Nucleus
USP43	Nucleus
USP45	Nucleus
USP47	cytosol
USP49	Nucleus
USP5	lysosome
USP9X	CS
USP9Y	cytosol
UST	Golgi
UTF1	Nucleus
UTP11L	Nucleus
UTP14A	Nucleus
UTP14C	Nucleus
UTP15	Nucleus
UTP18	Nucleus
UTP23	Nucleus
UTP3	Nucleus
UTP6	Nucleus
UTS2R	PM
UTY	Nucleus
UVSSA	Nucleus
UXS1	Golgi
VANGL1	PM
VANGL2	PM
VARS2	Mitochondrion
VAT1	Mitochondrion
VAX1	Nucleus
VAX2	Nucleus
VCPKMT	cytosol
VCX	Nucleus
VCX3A	Nucleus
VCX3B	Nucleus
VDAC2	Mitochondrion
VDAC3	Mitochondrion
VDR	Nucleus
VENTX	Nucleus
VEPH1	PM
VEZF1	Nucleus
VGLL1	Nucleus
VGLL2	Nucleus
VGLL3	Nucleus
VGLL4	Nucleus
VIL1	CS
VILL	CS
VIM	cytosol
VIPR1	PM
VIPR2	PM
VKORC1	ER
VKORC1L1	ER
VMAC	CS
VN1R1	PM
VN1R17P	PM
VN1R2	PM
VN1R3	PM
VN1R4	PM
VN1R5	PM
VNN1	PM
VNN2	PM
VNN3	PM
VPREB3	ER
VPS28	PM
VPS37B	endosome
VPS37C	endosome
VPS37D	endosome
VPS39	lysosome
VPS54	Golgi
VPS72	Nucleus
VPS8	endosome
VRK3	Nucleus
VSIG1	PM
VSIG2	PM
VSX1	Nucleus
VSX2	Nucleus
VTCN1	PM
VWA5A	Nucleus
VWA8	Mitochondrion
VWC2L	CS
WAC	Nucleus
WARS	cytosol
WARS2	Mitochondrion
WAS	CS
WASF3	CS
WASH4P	endosome
WASH6P	endosome
WBP2	Nucleus
WBP2NL	Nucleus
WBP4	Nucleus
WBP5	Nucleus
WBSCR16	Mitochondrion
WBSCR17	Golgi
WDFY1	endosome
WDHD1	Nucleus
WDR1	CS
WDR12	Nucleus
WDR13	Nucleus
WDR16	CS
WDR19	CS
WDR26	cytosol
WDR27	Nucleus
WDR3	Nucleus
WDR33	Nucleus
WDR34	CS
WDR35	CS
WDR36	Nucleus
WDR4	Nucleus
WDR41	lysosome
WDR43	Nucleus
WDR46	Nucleus
WDR47	CS
WDR5	Nucleus
WDR52	CS
WDR6	CS
WDR60	CS
WDR7	CS
WDR74	Nucleus
WDR75	Nucleus
WDR81	Mitochondrion
WDR82	Nucleus
WDR83	endosome
WDR87	cytosol
WDR96	CS
WEE1	Nucleus
WEE2	Nucleus
WFS1	ER
WHSC1L1	Nucleus
WIPF2	CS
WIPF3	CS
WIZ	Nucleus
WNK1	cytosol
WNK3	cytosol
WNK4	CS
WRAP73	cytosol
WRB	ER
WRN	Nucleus
WTAP	Nucleus
WWC2	cytosol
WWC3	cytosol
WWP2	Nucleus
XAB2	Nucleus
XCR1	PM
XG	PM
XIRP1	CS
XIRP2	CS
XK	PM
XKR3	PM
XKR8	PM
XKRX	PM
XPA	Nucleus
XPNPEP1	cytosol
XPNPEP2	PM
XPNPEP3	Mitochondrion
XPR1	PM
XRCC1	Nucleus
XRCC4	Nucleus
XRCC5	Nucleus
XRCC6	Nucleus
XRN2	Nucleus
XXYLT1	ER
XYLB	cytosol
YAF2	Nucleus
YARS	cytosol
YARS2	Mitochondrion
YBEY	Nucleus
YEATS2	Nucleus
YEATS4	Nucleus
YIPF4	Golgi
YIPF7	ER
YLPM1	Nucleus
YME1L1	Mitochondrion
YPEL1	Nucleus
YPEL2	Nucleus
YPEL3	Nucleus
YPEL4	Nucleus
YTHDC2	ER
YTHDF1	cytosol
YWHAG	cytosol
YWHAQ	cytosol
YY1	Nucleus
YY2	Nucleus
ZACN	PM
ZADH2	Peroxisome
ZAN	PM
ZAR1	cytosol
ZAR1L	cytosol
ZBED6	Nucleus
ZBTB10	Nucleus
ZBTB11	Nucleus
ZBTB12	Nucleus
ZBTB16	Nucleus
ZBTB17	Nucleus
ZBTB18	Nucleus
ZBTB2	Nucleus
ZBTB20	Nucleus
ZBTB21	Nucleus
ZBTB22	Nucleus
ZBTB24	Nucleus
ZBTB25	Nucleus
ZBTB26	Nucleus
ZBTB3	Nucleus
ZBTB32	Nucleus
ZBTB34	Nucleus
ZBTB37	Nucleus
ZBTB38	Nucleus
ZBTB39	Nucleus
ZBTB4	Nucleus
ZBTB40	Nucleus
ZBTB41	Nucleus
ZBTB43	Nucleus
ZBTB44	Nucleus
ZBTB45	Nucleus
ZBTB46	Nucleus
ZBTB47	Nucleus
ZBTB48	Nucleus
ZBTB5	Nucleus
ZBTB6	Nucleus
ZBTB7A	Nucleus
ZBTB7B	Nucleus
ZBTB8A	Nucleus
ZBTB8B	Nucleus
ZBTB8OS	Nucleus
ZBTB9	Nucleus
ZC3H13	Nucleus
ZC3H18	Nucleus
ZC3H3	Nucleus
ZC3H7A	Nucleus
ZC3H7B	Nucleus
ZC3HC1	Nucleus
ZCCHC12	Nucleus
ZCCHC17	Nucleus
ZCCHC18	Nucleus
ZCCHC2	cytosol
ZCCHC6	cytosol
ZCCHC7	Nucleus
ZCCHC8	Nucleus
ZCCHC9	Nucleus
ZCRB1	Nucleus
ZDHHC1	ER
ZDHHC11	ER
ZDHHC14	ER
ZDHHC15	Golgi
ZDHHC16	ER
ZDHHC18	Golgi
ZDHHC19	ER
ZDHHC20	PM
ZDHHC21	Golgi
ZDHHC3	Golgi
ZDHHC4	Golgi
ZDHHC5	PM
ZDHHC6	ER
ZDHHC7	Golgi
ZEB1	Nucleus
ZEB2	Nucleus
ZFAND2B	ER
ZFAND5	cytosol
ZFAND6	cytosol
ZFHX2	Nucleus
ZFHX4	Nucleus
ZFP1	Nucleus
ZFP14	Nucleus
ZFP2	Nucleus
ZFP28	Nucleus
ZFP3	Nucleus
ZFP30	Nucleus
ZFP37	Nucleus
ZFP41	Nucleus
ZFP42	Nucleus
ZFP57	Nucleus
ZFP62	Nucleus
ZFP64	Nucleus
ZFP69	Nucleus
ZFP69B	Nucleus
ZFP82	Nucleus
ZFP90	Nucleus
ZFP91	Nucleus
ZFP92	Nucleus
ZFPL1	Golgi
ZFPM1	Nucleus
ZFPM2	Nucleus
ZFX	Nucleus
ZFY	Nucleus
ZFYVE19	CS
ZFYVE26	CS
ZFYVE9	endosome
ZGLP1	Nucleus
ZGPAT	Nucleus
ZHX1	Nucleus
ZHX2	Nucleus
ZHX3	Nucleus
ZIC4	Nucleus
ZIC5	Nucleus
ZIK1	Nucleus
ZIM2	Nucleus
ZIM3	Nucleus
ZKSCAN1	Nucleus
ZKSCAN2	Nucleus
ZKSCAN4	Nucleus
ZKSCAN5	Nucleus
ZKSCAN7	Nucleus
ZKSCAN8	Nucleus
ZMAT1	Nucleus
ZMAT2	Nucleus
ZMAT3	Nucleus
ZMAT4	Nucleus
ZMAT5	Nucleus
ZMIZ2	Nucleus
ZMYM1	Nucleus
ZMYM2	Nucleus
ZMYM3	Nucleus
ZMYM5	Nucleus
ZMYM6	Nucleus
ZMYND10	CS
ZMYND11	Nucleus
ZNF10	Nucleus
ZNF100	Nucleus
ZNF101	Nucleus
ZNF106	Nucleus
ZNF107	Nucleus
ZNF112	Nucleus
ZNF114	Nucleus
ZNF117	Nucleus
ZNF12	Nucleus
ZNF121	Nucleus
ZNF124	Nucleus
ZNF131	Nucleus
ZNF132	Nucleus
ZNF133	Nucleus
ZNF134	Nucleus
ZNF135	Nucleus
ZNF136	Nucleus
ZNF137P	Nucleus
ZNF138	Nucleus
ZNF14	Nucleus
ZNF140	Nucleus
ZNF141	Nucleus
ZNF142	Nucleus
ZNF143	Nucleus
ZNF146	Nucleus
ZNF148	Nucleus
ZNF154	Nucleus
ZNF155	Nucleus
ZNF157	Nucleus
ZNF16	Nucleus
ZNF160	Nucleus
ZNF165	Nucleus
ZNF169	Nucleus
ZNF17	Nucleus
ZNF174	Nucleus
ZNF177	Nucleus
ZNF18	Nucleus
ZNF180	Nucleus
ZNF181	Nucleus
ZNF182	Nucleus
ZNF184	Nucleus
ZNF185	CS
ZNF189	Nucleus
ZNF19	Nucleus
ZNF195	Nucleus
ZNF197	Nucleus
ZNF2	Nucleus
ZNF20	Nucleus
ZNF200	Nucleus
ZNF202	Nucleus
ZNF205	Nucleus
ZNF208	Nucleus
ZNF211	Nucleus
ZNF212	Nucleus
ZNF213	Nucleus
ZNF214	Nucleus
ZNF215	Nucleus
ZNF217	Nucleus
ZNF219	Nucleus
ZNF22	Nucleus
ZNF221	Nucleus
ZNF222	Nucleus
ZNF223	Nucleus
ZNF224	Nucleus
ZNF225	Nucleus
ZNF226	Nucleus
ZNF227	Nucleus
ZNF229	Nucleus
ZNF23	Nucleus
ZNF230	Nucleus
ZNF232	Nucleus
ZNF233	Nucleus
ZNF234	Nucleus
ZNF235	Nucleus
ZNF236	Nucleus
ZNF239	Nucleus
ZNF24	Nucleus
ZNF248	Nucleus
ZNF25	Nucleus
ZNF250	Nucleus
ZNF251	Nucleus
ZNF253	Nucleus
ZNF254	Nucleus
ZNF256	Nucleus
ZNF257	Nucleus
ZNF26	Nucleus
ZNF260	Nucleus
ZNF263	Nucleus
ZNF264	Nucleus
ZNF266	Nucleus
ZNF267	Nucleus
ZNF271	Nucleus
ZNF273	Nucleus
ZNF275	Nucleus
ZNF276	Nucleus
ZNF277	Nucleus
ZNF28	Nucleus
ZNF280A	Nucleus
ZNF280B	Nucleus
ZNF280C	Nucleus
ZNF280D	Nucleus
ZNF281	Nucleus
ZNF282	Nucleus
ZNF283	Nucleus
ZNF284	Nucleus
ZNF285	Nucleus
ZNF286A	Nucleus
ZNF286B	Nucleus
ZNF287	Nucleus
ZNF292	Nucleus
ZNF296	Nucleus
ZNF3	Nucleus
ZNF30	Nucleus
ZNF300	Nucleus
ZNF302	Nucleus
ZNF304	Nucleus
ZNF311	Nucleus
ZNF316	Nucleus
ZNF317	Nucleus
ZNF318	Nucleus
ZNF319	Nucleus
ZNF32	Nucleus
ZNF320	Nucleus
ZNF324	Nucleus
ZNF324B	Nucleus
ZNF326	Nucleus
ZNF329	Nucleus
ZNF331	Nucleus
ZNF333	Nucleus
ZNF334	Nucleus
ZNF335	Nucleus
ZNF337	Nucleus
ZNF33A	Nucleus
ZNF33B	Nucleus
ZNF34	Nucleus
ZNF341	Nucleus
ZNF343	Nucleus
ZNF345	Nucleus
ZNF347	Nucleus
ZNF35	Nucleus
ZNF350	Nucleus
ZNF354A	Nucleus
ZNF354B	Nucleus
ZNF354C	Nucleus
ZNF355P	Nucleus
ZNF358	Nucleus
ZNF362	Nucleus
ZNF365	CS
ZNF366	Nucleus
ZNF367	Nucleus
ZNF37A	Nucleus
ZNF382	Nucleus
ZNF384	Nucleus
ZNF385B	Nucleus
ZNF385C	Nucleus
ZNF385D	Nucleus
ZNF391	Nucleus
ZNF394	Nucleus
ZNF398	Nucleus
ZNF404	Nucleus
ZNF407	Nucleus
ZNF408	Nucleus
ZNF41	Nucleus
ZNF410	Nucleus
ZNF414	Nucleus
ZNF416	Nucleus
ZNF417	Nucleus
ZNF418	Nucleus
ZNF419	Nucleus
ZNF420	Nucleus
ZNF423	Nucleus
ZNF426	Nucleus
ZNF429	Nucleus
ZNF43	Nucleus
ZNF430	Nucleus
ZNF431	Nucleus
ZNF432	Nucleus
ZNF433	Nucleus
ZNF436	Nucleus
ZNF438	Nucleus
ZNF439	Nucleus
ZNF44	Nucleus
ZNF440	Nucleus
ZNF441	Nucleus
ZNF442	Nucleus
ZNF443	Nucleus
ZNF444	Nucleus
ZNF445	Nucleus
ZNF446	Nucleus
ZNF449	Nucleus
ZNF45	Nucleus
ZNF451	Nucleus
ZNF454	Nucleus
ZNF460	Nucleus
ZNF461	Nucleus
ZNF462	Nucleus
ZNF467	Nucleus
ZNF468	Nucleus
ZNF469	Nucleus
ZNF470	Nucleus
ZNF471	Nucleus
ZNF479	Nucleus
ZNF48	Nucleus
ZNF480	Nucleus
ZNF483	Nucleus
ZNF484	Nucleus
ZNF485	Nucleus
ZNF486	Nucleus
ZNF487	Nucleus
ZNF488	Nucleus
ZNF490	Nucleus
ZNF491	Nucleus
ZNF492	Nucleus
ZNF493	Nucleus
ZNF496	Nucleus
ZNF497	Nucleus
ZNF500	Nucleus
ZNF501	Nucleus
ZNF502	Nucleus
ZNF503	Nucleus
ZNF506	Nucleus
ZNF507	Nucleus
ZNF510	Nucleus
ZNF511	Nucleus
ZNF512	Nucleus
ZNF512B	Nucleus
ZNF513	Nucleus
ZNF514	Nucleus
ZNF516	Nucleus
ZNF517	Nucleus
ZNF518A	Nucleus
ZNF518B	Nucleus
ZNF519	Nucleus
ZNF521	Nucleus
ZNF524	Nucleus
ZNF525	Nucleus
ZNF526	Nucleus
ZNF527	Nucleus
ZNF528	Nucleus
ZNF529	Nucleus
ZNF530	Nucleus
ZNF532	Nucleus
ZNF534	Nucleus
ZNF536	Nucleus
ZNF541	Nucleus
ZNF542P	Nucleus
ZNF543	Nucleus
ZNF544	Nucleus
ZNF546	Nucleus
ZNF547	Nucleus
ZNF548	Nucleus
ZNF549	Nucleus
ZNF550	Nucleus
ZNF551	Nucleus
ZNF552	Nucleus
ZNF554	Nucleus
ZNF555	Nucleus
ZNF556	Nucleus
ZNF557	Nucleus
ZNF558	Nucleus
ZNF559	Nucleus
ZNF56	Nucleus
ZNF560	Nucleus
ZNF561	Nucleus
ZNF562	Nucleus
ZNF563	Nucleus
ZNF564	Nucleus
ZNF565	Nucleus
ZNF566	Nucleus
ZNF567	Nucleus
ZNF568	Nucleus
ZNF569	Nucleus
ZNF57	Nucleus
ZNF570	Nucleus
ZNF571	Nucleus
ZNF572	Nucleus
ZNF573	Nucleus
ZNF574	Nucleus
ZNF575	Nucleus
ZNF576	Nucleus
ZNF577	Nucleus
ZNF578	Nucleus
ZNF579	Nucleus
ZNF580	Nucleus
ZNF581	Nucleus
ZNF582	Nucleus
ZNF583	Nucleus
ZNF584	Nucleus
ZNF585A	Nucleus
ZNF585B	Nucleus
ZNF586	Nucleus
ZNF587	Nucleus
ZNF587B	Nucleus
ZNF589	Nucleus
ZNF592	Nucleus
ZNF593	Nucleus
ZNF594	Nucleus
ZNF595	Nucleus
ZNF596	Nucleus
ZNF597	Nucleus
ZNF599	Nucleus
ZNF600	Nucleus
ZNF605	Nucleus
ZNF606	Nucleus
ZNF607	Nucleus
ZNF609	Nucleus
ZNF610	Nucleus
ZNF611	Nucleus
ZNF613	Nucleus
ZNF614	Nucleus
ZNF615	Nucleus
ZNF616	Nucleus
ZNF618	Nucleus
ZNF619	Nucleus
ZNF620	Nucleus
ZNF621	Nucleus
ZNF623	Nucleus
ZNF624	Nucleus
ZNF625	Nucleus
ZNF626	Nucleus
ZNF627	Nucleus
ZNF628	Nucleus
ZNF629	Nucleus
ZNF630	Nucleus
ZNF638	Nucleus
ZNF639	Nucleus
ZNF641	Nucleus
ZNF644	Nucleus
ZNF645	cytosol
ZNF646	Nucleus
ZNF648	Nucleus
ZNF649	Nucleus
ZNF652	Nucleus
ZNF653	Nucleus
ZNF654	Nucleus
ZNF655	Nucleus
ZNF658	Nucleus
ZNF658B	Nucleus
ZNF66	Nucleus
ZNF660	Nucleus
ZNF662	Nucleus
ZNF664	Nucleus
ZNF665	Nucleus
ZNF667	Nucleus
ZNF668	Nucleus
ZNF669	Nucleus
ZNF670	Nucleus
ZNF671	Nucleus
ZNF672	Nucleus
ZNF674	Nucleus
ZNF675	Nucleus
ZNF676	Nucleus
ZNF677	Nucleus
ZNF678	Nucleus
ZNF679	Nucleus
ZNF680	Nucleus
ZNF681	Nucleus
ZNF682	Nucleus
ZNF683	Nucleus
ZNF684	Nucleus
ZNF687	Nucleus
ZNF688	Nucleus
ZNF689	Nucleus
ZNF69	Nucleus
ZNF691	Nucleus
ZNF692	Nucleus
ZNF695	Nucleus
ZNF696	Nucleus
ZNF697	Nucleus
ZNF699	Nucleus
ZNF7	Nucleus
ZNF70	Nucleus
ZNF700	Nucleus
ZNF701	Nucleus
ZNF702P	Nucleus
ZNF705A	Nucleus
ZNF705B	Nucleus
ZNF705D	Nucleus
ZNF705E	Nucleus
ZNF705F	Nucleus
ZNF705G	Nucleus
ZNF707	Nucleus
ZNF708	Nucleus
ZNF709	Nucleus
ZNF71	Nucleus
ZNF710	Nucleus
ZNF711	Nucleus
ZNF713	Nucleus
ZNF714	Nucleus
ZNF716	Nucleus
ZNF717	Nucleus
ZNF718	Nucleus
ZNF721	Nucleus
ZNF724P	Nucleus
ZNF726	Nucleus
ZNF727P	Nucleus
ZNF729	Nucleus
ZNF73	Nucleus
ZNF730	Nucleus
ZNF732	Nucleus
ZNF735P	Nucleus
ZNF736	Nucleus
ZNF737	Nucleus
ZNF738	Nucleus
ZNF74	Nucleus
ZNF740	Nucleus
ZNF749	Nucleus
ZNF750	Nucleus
ZNF75A	Nucleus
ZNF75CP	Nucleus
ZNF75D	Nucleus
ZNF76	Nucleus
ZNF761	Nucleus
ZNF763	Nucleus
ZNF764	Nucleus
ZNF765	Nucleus
ZNF766	Nucleus
ZNF768	Nucleus
ZNF77	Nucleus
ZNF770	Nucleus
ZNF771	Nucleus
ZNF772	Nucleus
ZNF773	Nucleus
ZNF774	Nucleus
ZNF775	Nucleus
ZNF776	Nucleus
ZNF777	Nucleus
ZNF778	Nucleus
ZNF780A	Nucleus
ZNF780B	Nucleus
ZNF781	Nucleus
ZNF782	Nucleus
ZNF783	Nucleus
ZNF784	Nucleus
